0,1,1000
1,1,400
2,1,0
3,1,200
4,1,0
5,1,0
6,1,200
7,1,2000
8,1,0
9,1,0
10,1,11000
11,1,0
12,1,0
13,1,2400
14,1,0
15,1,900
16,1,200
17,1,200
18,1,0
19,1,0
20,1,300
21,1,1600
22,1,400
23,1,1200
24,1,200
25,1,0
26,1,0
27,1,100
28,1,5200
29,1,0
30,1,0
31,1,800
32,1,600
33,1,100
34,1,6100
35,1,53800
36,1,0
37,1,400
38,1,0
39,1,400
40,1,200
41,1,40200
42,1,0
43,1,0
44,1,2100
45,1,800
46,1,100
47,1,8200
48,1,700
49,1,31400
50,1,36200
51,1,500
52,1,0
53,1,5800
54,1,11200
55,1,60300
56,1,0
57,1,0
58,1,0
59,1,500
60,1,200
61,1,2000
62,1,8600
63,1,1600
64,1,0
65,1,0
66,1,1100
67,1,600
68,1,0
69,1,500
70,1,0
71,1,4000
72,1,6400
73,1,100
74,1,0
75,1,0
76,1,100
77,1,200
78,1,2200
79,1,0
80,1,200
81,1,77400
82,1,700
83,1,0
84,1,500
85,1,300
86,1,0
87,1,200
88,1,1800
89,1,0
90,1,5800
91,1,9000
92,1,200
93,1,4500
94,1,2300
95,1,6400
96,1,4400
97,1,1600
98,1,0
99,1,1200
100,1,0
101,1,0
102,1,0
103,1,0
104,1,0
105,1,35400
106,1,600
107,1,400
108,1,1600
109,1,1800
110,1,0
111,1,1000
112,1,300
113,1,700
114,1,61800
115,1,0
116,1,1000
117,1,2100
118,1,2800
119,1,0
120,1,900
121,1,1900
122,1,0
123,1,1000
124,1,0
125,1,900
126,1,42800
127,1,0
128,1,1400
129,1,900
130,1,0
131,1,800
132,1,200
133,1,100
134,1,2000
135,1,100
136,1,400
137,1,300
138,1,0
139,1,3300
140,1,200
141,1,0
142,1,0
143,1,400
144,1,500
145,1,0
146,1,2500
147,1,0
148,1,200
149,1,500
150,1,1200
151,1,0
152,1,0
153,1,0
154,1,0
155,1,1500
156,1,0
157,1,4700
158,1,0
159,1,0
160,1,700
161,1,900
162,1,0
163,1,1900
164,1,300
165,1,400
166,1,0
167,1,900
168,1,0
169,1,1500
170,1,0
171,1,12000
172,1,2800
173,1,0
174,1,200
175,1,100
176,1,0
177,1,0
178,1,0
179,1,200
180,1,200
181,1,100
182,1,3100
183,1,200
184,1,500
185,1,6600
186,1,1000
187,1,2100
188,1,0
189,1,500
190,1,0
191,1,0
192,1,23000
193,1,0
194,1,400
195,1,1000
196,1,0
197,1,600
198,1,0
199,1,500
200,1,600
201,1,0
202,1,200
203,1,0
204,1,0
205,1,0
206,1,1200
207,1,400
208,1,13600
209,1,400
210,1,500
211,1,0
212,1,3100
213,1,100
214,1,4000
215,1,200
216,1,0
217,1,200
218,1,300
219,1,0
220,1,200
221,1,0
222,1,1000
223,1,0
224,1,0
225,1,200
226,1,200
227,1,6100
228,1,0
229,1,0
230,1,700
231,1,500
232,1,400
233,1,100
234,1,0
235,1,0
236,1,0
237,1,8300
238,1,200
239,1,8200
240,1,700
241,1,100
242,1,0
243,1,600
244,1,23200
245,1,0
246,1,200
247,1,300
248,1,0
249,1,700
250,1,200
251,1,0
252,1,0
253,1,4000
254,1,0
255,1,0
256,1,4600
257,1,0
258,1,600
259,1,200
260,1,1600
261,1,2600
262,1,200
263,1,0
264,1,0
265,1,100
266,1,0
